Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSearchStatus,LastNewJob,AssessBenefits11,Salary,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,IDE,OperatingSystem,NumberMonitors,AdBlocker,AdsAgreeDisagree2,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember
22373,Yes,Yes,Japan,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;Full-stack developer;Mobile developer;System administrator,18-20 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,5.0,"7,500,000",JavaScript;Python;Swift;HTML;CSS;Bash/Shell,SQLite;Google Cloud Storage,iOS;Linux;Mac OS,,Atom;PyCharm;Sublime Text;Vim;Visual Studio Code;Xcode,MacOS,2,Yes,Neither agree nor disagree,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,Yes,"No, and I don't know what that is",9,Yes
22432,Yes,Yes,China,"Yes, part-time",Employed part-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,"10,000 or more employees",Engineering manager;Product manager,0-2 years,,,,,,C++;JavaScript;VBA;Visual Basic 6,,,,,,,,,,,,,,,,
22448,Yes,No,South Korea,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A humanities discipline (ex. literature, history, philosophy)",20 to 99 employees,Desktop or enterprise applications developer;Full-stack developer;Mobile developer;QA or test developer,0-2 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,7.0,,JavaScript;HTML;CSS,MongoDB;Oracle,AWS;Azure;Heroku;Windows Desktop or Server,Node.js,IntelliJ;Visual Studio,Windows,2,Yes,Neither agree nor disagree,10 (Very Likely),Daily or almost daily,No,,Yes,,7,I'm not sure
22465,Yes,No,Japan,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Embedded applications or devices developer;Mobile developer,24-26 years,18-20 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,5.0,650000,,,,,,,,,,,,,,,,,
22492,Yes,No,China,No,Employed full-time,,,20 to 99 employees,Back-end developer;DevOps specialist,3-5 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,9.0,,Java;JavaScript,MongoDB;Redis;SQL Server;MySQL,Linux,Spring,Eclipse,Linux-based,1,No,Somewhat disagree,10 (Very Likely),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,No
22611,Yes,Yes,China,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer,9-11 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,4.0,,C#;JavaScript;SQL;HTML;CSS,SQL Server;MySQL;PostgreSQL,Android;iOS;Mac OS;Windows Desktop or Server,Node.js;Cordova,IntelliJ,MacOS,2,Yes,Strongly agree,10 (Very Likely),A few times per month or weekly,I'm not sure / I can't remember,,"No, I didn't know that Stack Overflow had a jobs board",,,No
22640,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,"10,000 or more employees",Data or business analyst,3-5 years,,,,,,C++;Matlab;Python;R;SQL,MySQL;Amazon DynamoDB;Apache Hive;Amazon RDS/Aurora;Google Cloud Storage,AWS;Google Cloud Platform/App Engine;IBM Cloud or Watson,Hadoop,IPython / Jupyter;RStudio,,,,,,,,,,,,
22643,Yes,No,China,"Yes, full-time",Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer,9-11 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,5.0,,C#;Java;JavaScript;Scala,Redis;MySQL;Oracle,Android,.NET Core;React,Eclipse;IntelliJ;Notepad++;Vim;Visual Studio,Windows,2,No,Somewhat disagree,10 (Very Likely),Multiple times per day,Yes,A few times per week,Yes,"No, and I don't know what that is",7,Yes
22795,Yes,No,South Korea,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Fine arts or performing arts (ex. graphic design, music, studio art)",Fewer than 10 employees,Back-end developer;Front-end developer;Full-stack developer;QA or test developer,0-2 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,6.0,"22,000,000",JavaScript;PHP;SQL;HTML;CSS,MySQL;MariaDB,Android;WordPress,,Android Studio;Atom;Sublime Text;Visual Studio,Windows,2,No,Somewhat agree,7,A few times per week,No,,"No, I didn't know that Stack Overflow had a jobs board",,,No
22846,Yes,No,Japan,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",20 to 99 employees,Back-end developer;Desktop or enterprise applications developer;Embedded applications or devices developer;Mobile developer,6-8 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,9.0,260000,C++;JavaScript;HTML;CSS;Bash/Shell,,Linux,,Atom;Vim;Visual Studio,Linux-based,2,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,A few times per week,Yes,"No, I have one but it's out of date",8,No
22866,Yes,Yes,China,"Yes, full-time",Employed full-time,Associate degree,"Computer science, computer engineering, or software engineering",20 to 99 employees,Mobile developer,0-2 years,0-2 years,I am actively looking for a job,Less than a year ago,,,Java;Kotlin,MongoDB;SQL Server;SQLite,Android;Linux,,Android Studio;Eclipse;IntelliJ;Sublime Text,Windows,1,Yes,Somewhat disagree,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,Yes,Yes,10 (Very Likely),Yes
22887,Yes,No,China,No,Employed full-time,Associate degree,Mathematics or statistics,10 to 19 employees,Front-end developer;Mobile developer,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,,,JavaScript;TypeScript;HTML;CSS,MySQL,Android,Angular,Android Studio;IntelliJ;Visual Studio Code,Windows,1,Yes,Somewhat disagree,,,No,,"No, I didn't know that Stack Overflow had a jobs board",,,Yes
22950,No,No,Singapore,No,Employed full-time,Associate degree,"Computer science, computer engineering, or software engineering","5,000 to 9,999 employees",Back-end developer;Embedded applications or devices developer;Front-end developer;Mobile developer,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,4.0,,C#;Java;JavaScript;SQL;VB.NET;HTML;CSS,SQL Server;MySQL;PostgreSQL;IBM Db2,Android;Windows Desktop or Server;Windows Phone,.NET Core;Spring,Notepad++;Visual Studio,Windows,2,I'm not sure/I don't know,Neither agree nor disagree,10 (Very Likely),Daily or almost daily,I'm not sure / I can't remember,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,I'm not sure
23027,Yes,Yes,China,No,Employed full-time,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",20 to 99 employees,Mobile developer,6-8 years,3-5 years,I am actively looking for a job,Less than a year ago,11.0,8000,Java,SQLite,Android,,Android Studio;Atom;IntelliJ;Notepad++,Windows,2,Yes,Strongly agree,10 (Very Likely),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,No
23066,Yes,No,China,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer,15-17 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,10.0,,,,,,,,,,,,,,,,,,
23152,Yes,No,China,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,"1,000 to 4,999 employees",Data or business analyst,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,5.0,20000,Python;SQL,MySQL;MariaDB;Apache Hive,Linux,Hadoop;Spark,IntelliJ;Sublime Text,Windows,2,Yes,Neither agree nor disagree,,,,,,,,
23266,Yes,No,Japan,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",10 to 19 employees,Back-end developer;DevOps specialist;Full-stack developer,6-8 years,,,,,,Java;JavaScript;Ruby,MySQL;PostgreSQL,Heroku;IBM Cloud or Watson;Linux;Mac OS;Firebase,Node.js;React,Vim;Visual Studio Code,Linux-based,2,No,Strongly agree,10 (Very Likely),,Yes,,,,,
23311,Yes,Yes,South Korea,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",10 to 19 employees,Game or graphics developer,3-5 years,,,,,,C;C++;C#;Java;R;SQL;HTML;CSS,,Android;Serverless;Windows Desktop or Server,.NET Core,Android Studio;Atom;Eclipse;IntelliJ;RStudio;Sublime Text;Visual Studio;Visual Studio Code,Windows,2,Yes,Strongly agree,,,,,,,,
23370,No,No,China,"Yes, full-time",Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer,9-11 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,2.0,,C++;Java;JavaScript;Python;SQL;HTML;CSS,MongoDB;Redis;MySQL;Apache HBase,Linux;Mac OS,Spring,IntelliJ,Linux-based,2,No,Neither agree nor disagree,10 (Very Likely),Multiple times per day,Yes,A few times per week,"No, I didn't know that Stack Overflow had a jobs board","No, I know what it is but I don't have one",,Yes
23474,Yes,Yes,China,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Database administrator;DevOps specialist;Embedded applications or devices developer;Full-stack developer;Mobile developer;QA or test developer,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,4.0,10500,C;Java;JavaScript;PHP;Python;SQL;Kotlin;HTML;CSS;Bash/Shell,MySQL;Amazon DynamoDB;Amazon RDS/Aurora,Amazon Echo;Android;AWS;Google Cloud Platform/App Engine;Google Home;Linux;Raspberry Pi;Serverless;Firebase,Node.js;Spring;TensorFlow;Torch/PyTorch,Android Studio;IntelliJ;PyCharm;Visual Studio;Visual Studio Code,Windows,2,Yes,Somewhat disagree,10 (Very Likely),A few times per week,Yes,Less than once per month or monthly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,I'm not sure
23527,Yes,No,Japan,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Data scientist or machine learning specialist,9-11 years,0-2 years,I am not interested in new job opportunities,Less than a year ago,4.0,4800000,Go;Python,,Linux,,Notepad++;Vim,Linux-based,2,Yes,Somewhat disagree,10 (Very Likely),A few times per week,No,,Yes,,5,No
23642,Yes,Yes,China,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A natural science (ex. biology, chemistry, physics)",100 to 499 employees,DevOps specialist;Full-stack developer;System administrator,6-8 years,6-8 years,I am actively looking for a job,Between 1 and 2 years ago,9.0,,JavaScript;Python;Bash/Shell,MongoDB;Redis;MariaDB;Memcached;Elasticsearch,AWS;Linux;Raspberry Pi,Django;React,Emacs;Vim,Linux-based,2,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,No
23669,No,No,China,"Yes, part-time",Employed full-time,Primary/elementary school,,20 to 99 employees,Desktop or enterprise applications developer,3-5 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,8.0,,Objective-C,SQLite,iOS,,Xcode,MacOS,2,Yes,Neither agree nor disagree,9,A few times per week,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,I'm not sure
23768,Yes,No,Japan,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",500 to 999 employees,Back-end developer;Engineering manager;Front-end developer;Full-stack developer;Game or graphics developer;Mobile developer,18-20 years,15-17 years,I am actively looking for a job,Between 2 and 4 years ago,6.0,6500000,C++;C#;Go;JavaScript;Objective-C;Ruby;SQL;Bash/Shell,Redis;MySQL,Android;Apple Watch or Apple TV;iOS;Mac OS,.NET Core,Notepad++;Vim;Visual Studio Code,Windows,2,Yes,Strongly agree,8,A few times per week,Yes,Less than once per month or monthly,Yes,Yes,7,No
23812,Yes,Yes,China,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Mobile developer,3-5 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,,,,,,,,,,,,10 (Very Likely),A few times per week,Yes,A few times per week,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
23815,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",20 to 99 employees,"Back-end developer;C-suite executive (CEO, CTO, etc.);Data or business analyst;Front-end developer;Full-stack developer;Product manager",12-14 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,5.0,10000,JavaScript;PHP;SQL;HTML;CSS,MongoDB;Redis;MySQL;PostgreSQL;Elasticsearch,,,Sublime Text;Vim,MacOS,2,No,Somewhat agree,10 (Very Likely),A few times per week,Yes,Less than once per month or monthly,Yes,"No, and I don't know what that is",3,Yes
23921,Yes,Yes,China,"Yes, part-time",Employed full-time,Primary/elementary school,,Fewer than 10 employees,Back-end developer;Database administrator;Designer;Embedded applications or devices developer;Engineering manager;Front-end developer,0-2 years,0-2 years,I am actively looking for a job,Less than a year ago,,100,C;C++;JavaScript;Objective-C;PHP;SQL;TypeScript;HTML;CSS,"MongoDB;SQL Server;MySQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Arduino;ESP8266;Heroku;Raspberry Pi;WordPress;Firebase,Angular;Node.js;React,Android Studio;Atom;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Windows,2,No,Somewhat disagree,4,A few times per month or weekly,Yes,A few times per week,Yes,"No, I have one but it's out of date",3,No
24144,Yes,Yes,South Korea,No,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,20 to 99 employees,Back-end developer;Data or business analyst;Database administrator;DevOps specialist;Full-stack developer;System administrator,0-2 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,,28000000,C;C++;Java;JavaScript;Python;Scala;SQL;HTML,Redis;MySQL;Oracle;Apache Hive;Amazon Redshift;Amazon RDS/Aurora;Elasticsearch,AWS;Linux,Angular;Django;Hadoop;Node.js;React;Spark;Spring,IntelliJ;Vim;Visual Studio;Visual Studio Code,Linux-based,2,Yes,Somewhat disagree,8,Multiple times per day,I'm not sure / I can't remember,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,Yes
