Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSearchStatus,LastNewJob,AssessBenefits11,Salary,LanguageWorkedWith,DatabaseWorkedWith,PlatformWorkedWith,FrameworkWorkedWith,IDE,OperatingSystem,NumberMonitors,AdBlocker,AdsAgreeDisagree2,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember
51116,Yes,Yes,Singapore,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",10 to 19 employees,Front-end developer,3-5 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,8.0,60000,C#;JavaScript;TypeScript;HTML;CSS,"MongoDB;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Azure,Angular,Notepad++;Visual Studio;Visual Studio Code,Windows,2,No,Neither agree nor disagree,9,Daily or almost daily,Yes,A few times per week,Yes,"No, I have one but it's out of date",8,Yes
52058,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A natural science (ex. biology, chemistry, physics)",20 to 99 employees,Full-stack developer,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,8.0,3300,C#;Java;JavaScript;Python;SQL;VBA;VB.NET;HTML;CSS,MySQL;SQLite,Android;Linux;Windows Desktop or Server;WordPress,Angular;.NET Core;Django,Sublime Text;Visual Studio;Visual Studio Code,Windows,2,Yes,Strongly agree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,Yes,"No, I know what it is but I don't have one",10 (Very Likely),Yes
52259,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Mobile developer,15-17 years,12-14 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,2.0,7200,C;Java;Bash/Shell,,Mac OS;Windows Desktop or Server,,Android Studio;Eclipse;Notepad++;Sublime Text,Windows,2,No,Neither agree nor disagree,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,"No, I know what it is but I don't have one",6,No
52890,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)","1,000 to 4,999 employees",Back-end developer;Front-end developer;Full-stack developer,3-5 years,3-5 years,I am not interested in new job opportunities,Less than a year ago,8.0,6500,Groovy;JavaScript;Ruby;HTML;CSS;Bash/Shell,MongoDB;MySQL;Elasticsearch,Android;WordPress,Angular;Node.js;React;Spring,Android Studio;Sublime Text,MacOS,1,Yes,Somewhat disagree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I have one but it's out of date",,Yes
52924,Yes,Yes,Singapore,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",100 to 499 employees,Data or business analyst;Data scientist or machine learning specialist;Database administrator;Engineering manager;Front-end developer;Full-stack developer;Mobile developer;Product manager,6-8 years,,,,,,,,,,,,,,,10 (Very Likely),Daily or almost daily,No,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,Yes
53187,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Back-end developer;Front-end developer;Full-stack developer,6-8 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,7.0,93000,Go;JavaScript;Python;TypeScript;HTML;CSS,Redis;MySQL;Memcached;Google BigQuery;Elasticsearch,Android;iOS;Linux;Mac OS;Windows Desktop or Server,Node.js;React,Sublime Text;Vim;Visual Studio Code,MacOS,3,Yes,Somewhat agree,,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
53198,Yes,Yes,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",Fewer than 10 employees,Back-end developer;Educator or academic researcher;Embedded applications or devices developer,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,3.0,,C++;Java;Python;Scala;Kotlin,PostgreSQL,Android;Arduino;Heroku;Linux;Raspberry Pi,Angular,Android Studio;IntelliJ;Sublime Text,Linux-based,2,No,Strongly agree,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,"No, I know what it is but I don't have one",7,Yes
53224,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",Fewer than 10 employees,Back-end developer;Engineering manager,6-8 years,3-5 years,I am not interested in new job opportunities,Less than a year ago,4.0,4000,C#;JavaScript;Objective-C;Ruby;Swift;TypeScript;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;PostgreSQL;Elasticsearch,iOS,Angular;.NET Core;Node.js;Cordova,Sublime Text;Vim,MacOS,2,No,Strongly disagree,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,Yes,"No, I have one but it's out of date",10 (Very Likely),Yes
53424,No,No,Singapore,"Yes, full-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer,3-5 years,0-2 years,,,,,Groovy;Java;Python;Scala;SQL;Bash/Shell,"SQL Server;MySQL;Apache HBase;Apache Hive;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage;Neo4j;Elasticsearch",Azure;Google Cloud Platform/App Engine;Linux,Spark,IntelliJ;Notepad++;PyCharm;Vim,Linux-based,1,No,Neither agree nor disagree,,,,,,,,
53965,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Information systems, information technology, or system administration",20 to 99 employees,Front-end developer,9-11 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,10.0,7000,Go;JavaScript;Ruby;TypeScript;HTML;CSS,MongoDB;PostgreSQL,Google Cloud Platform/App Engine;Heroku;Mac OS;Serverless;Firebase,Angular;Node.js,Atom;Sublime Text,MacOS,1,Yes,Somewhat agree,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,"No, and I don't know what that is",8,I'm not sure
54526,Yes,Yes,Singapore,No,Employed full-time,Some college/university study without earning a degree,"Information systems, information technology, or system administration","10,000 or more employees",Engineering manager;QA or test developer,12-14 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",More than 4 years ago,4.0,11000,C#;Java;JavaScript;Python;SQL;HTML;CSS;Bash/Shell,"MongoDB;SQL Server;IBM Db2;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;AWS;Azure,Angular;.NET Core;Node.js,IPython / Jupyter;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,Windows,2,Yes,Neither agree nor disagree,10 (Very Likely),A few times per week,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,I'm not sure
55545,Yes,Yes,Singapore,"Yes, part-time",Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Information systems, information technology, or system administration","1,000 to 4,999 employees",Back-end developer;Full-stack developer,3-5 years,6-8 years,I am not interested in new job opportunities,Between 2 and 4 years ago,3.0,5800,Java;JavaScript;Lua;Python;SQL;HTML;CSS;Bash/Shell,Redis;MySQL;PostgreSQL,Linux;Mac OS,Django;React,PyCharm;Vim;Visual Studio Code,MacOS,3,Yes,Somewhat agree,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,Yes,"No, I have one but it's out of date",6,Yes
56134,Yes,Yes,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",20 to 99 employees,Back-end developer,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,,,,,,,,,,,,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,I'm not sure
56651,No,Yes,Singapore,No,Employed part-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",Fewer than 10 employees,Back-end developer;Database administrator;Desktop or enterprise applications developer;Engineering manager;Front-end developer;Full-stack developer;Marketing or sales professional;Mobile developer;Product manager,3-5 years,3-5 years,I am not interested in new job opportunities,Between 2 and 4 years ago,5.0,4600,C#;JavaScript;Objective-C;PHP;SQL;VB.NET;HTML;CSS,SQL Server;MySQL;PostgreSQL;SQLite,Android;Azure;Windows Desktop or Server;WordPress,.NET Core;Cordova,Android Studio;Notepad++;Visual Studio;Visual Studio Code;Xcode,Windows,2,No,Somewhat agree,7,Multiple times per day,Yes,A few times per month or weekly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",Yes,,Yes
56854,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","A social science (ex. anthropology, psychology, political science)","10,000 or more employees",QA or test developer,0-2 years,0-2 years,I am actively looking for a job,Less than a year ago,1.0,45000,R;SQL,"SQL Server;MySQL;SQLite;Oracle;Microsoft Azure (Tables, CosmosDB, SQL, etc)",SharePoint;Windows Desktop or Server,Hadoop,Android Studio;IntelliJ;IPython / Jupyter;NetBeans;Notepad++;PyCharm;RStudio;Sublime Text;Vim;Visual Studio,Windows,1,Yes,Strongly agree,10 (Very Likely),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,I'm not sure
56954,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",500 to 999 employees,Desktop or enterprise applications developer;Front-end developer,3-5 years,,,,,,,,,,,,,,,10 (Very Likely),Multiple times per day,Yes,A few times per week,Yes,"No, and I don't know what that is",10 (Very Likely),Yes
57149,Yes,Yes,Singapore,No,Employed full-time,,,"10,000 or more employees",Database administrator;Embedded applications or devices developer;Full-stack developer,3-5 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,4.0,,C++;JavaScript;PHP;SQL;HTML;CSS,MySQL,Raspberry Pi;Windows Desktop or Server;WordPress,,Sublime Text,MacOS,1,No,Somewhat disagree,7,A few times per month or weekly,Yes,A few times per month or weekly,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,Yes
57161,Yes,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;Designer;Desktop or enterprise applications developer;DevOps specialist;Engineering manager;Front-end developer;Mobile developer,3-5 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,,,,,,,,,,,,,,,,,,,
58248,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer,3-5 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,8.0,3900,C#;Java;JavaScript;SQL;VB.NET;HTML;CSS,SQL Server;MySQL,Android,Angular,Notepad++;Visual Studio,Windows,1,Yes,Strongly agree,10 (Very Likely),Multiple times per day,Yes,Less than once per month or monthly,Yes,Yes,5,Yes
58262,Yes,Yes,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;DevOps specialist;Engineering manager;Full-stack developer,30 or more years,24-26 years,I am not interested in new job opportunities,Less than a year ago,8.0,,Java;JavaScript;Perl;Python;Ruby;SQL;TypeScript;Bash/Shell,,,,,,,Yes,,8,Daily or almost daily,Yes,Daily or almost daily,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, I know what it is but I don't have one",,Yes
58502,No,Yes,Singapore,No,Employed full-time,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer,6-8 years,3-5 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,3.0,7000,Erlang;Go;JavaScript;Ruby,Redis;PostgreSQL;Elasticsearch,Linux;Mac OS,,Vim,MacOS,1,Yes,Neither agree nor disagree,7,Multiple times per day,Yes,Less than once per month or monthly,Yes,"No, I have one but it's out of date",0 (Not Likely),I'm not sure
58539,Yes,No,Singapore,"Yes, part-time",Employed full-time,"Other doctoral degree (Ph.D, Ed.D., etc.)",Mathematics or statistics,"10,000 or more employees",Full-stack developer,9-11 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,6.0,232000,Java;JavaScript;Python;R;SQL;HTML;Bash/Shell,,AWS;Linux;Mac OS,Spring,IntelliJ;IPython / Jupyter;Notepad++;PyCharm;RStudio;Sublime Text,MacOS,2,Yes,Neither agree nor disagree,10 (Very Likely),Daily or almost daily,Yes,A few times per month or weekly,Yes,"No, I know what it is but I don't have one",5,Yes
58618,Yes,Yes,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering","1,000 to 4,999 employees",Full-stack developer,6-8 years,3-5 years,I am actively looking for a job,Between 1 and 2 years ago,5.0,6500,Java;JavaScript;Python;HTML;CSS;Bash/Shell,Cassandra;MongoDB;Elasticsearch,Android;Arduino;AWS;Azure;Drupal;Linux;Raspberry Pi;WordPress;Firebase,Spring,Android Studio;Eclipse;IntelliJ;PyCharm;Sublime Text;Visual Studio;Visual Studio Code,Linux-based,1,Yes,Strongly agree,10 (Very Likely),Multiple times per day,Yes,A few times per month or weekly,Yes,"No, I have one but it's out of date",10 (Very Likely),Yes
58769,No,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",100 to 499 employees,Back-end developer;Front-end developer;Mobile developer,3-5 years,0-2 years,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,10.0,2500,C;C++;C#;Java;JavaScript;Objective-C;PHP;SQL;Swift;VB.NET;HTML;CSS,"SQL Server;MySQL;PostgreSQL;SQLite;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;Azure;Heroku;iOS;Mac OS,,Android Studio;Atom;IntelliJ;NetBeans;Visual Studio;Visual Studio Code;Xcode,MacOS,4,Yes,Strongly agree,10 (Very Likely),Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Yes,"No, and I don't know what that is",5,I'm not sure
58933,Yes,No,Singapore,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","Computer science, computer engineering, or software engineering",500 to 999 employees,Back-end developer,12-14 years,6-8 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,6.0,,,,,,,,,,,,,,,,,,
59291,Yes,No,Singapore,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Web development or web design,20 to 99 employees,Back-end developer,15-17 years,9-11 years,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,8.0,,Clojure;JavaScript;PHP;SQL;HTML;CSS;Bash/Shell,MongoDB;Redis;MySQL;SQLite;Memcached;Google Cloud Storage,Arduino;Google Cloud Platform/App Engine;Salesforce;Windows Phone;WordPress,,Atom;PHPStorm;Sublime Text,Linux-based,1,Yes,Somewhat agree,5,A few times per month or weekly,Yes,Less than once per month or monthly,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,No
